reference,type,transaction,price,surface,price_per_sqm,rooms,bathrooms,floor,city,neighborhood,condition,age,amenities,description,listing_date
MA-TAN-75340,Appartement,Vente,1881912,235,8008,4,2,1,Tanger,Boubana,Bon état,12,"Garage, Jardin, Parking, Terrasse",Magnifique appartement en bon état à Boubana,2025-08-26
MA-FÈS-36295,Villa,Vente,8568027,552,15521,3,4,0,Fès,Ville Nouvelle,À rénover,18,"Ascenseur, Balcon, Chauffage, Climatisation, Cuisine équipée, Garage, Parking, Vue mer",Villa moderne de 552m² à Fès,2025-11-12
MA-CAS-36769,Appartement,Vente,660494,49,13479,1,1,2,Casablanca,Racine,À rénover,1,"Ascenseur, Jardin, Parking",Magnifique appartement en à rénover à Racine,2025-12-02
MA-AGA-49517,Villa,Vente,6241766,331,18857,5,3,0,Agadir,Secteur Touristique,Excellent état,27,"Balcon, Climatisation, Jardin, Parking, Piscine, Vue montagne",Beau villa dans le quartier recherché de Secteur Touristique,2025-09-13
MA-MAR-32329,Appartement,Vente,1729990,106,16320,2,2,7,Marrakech,Medina,Neuf,10,"Ascenseur, Balcon, Climatisation, Jardin, Placard, Sécurité",Appartement moderne de 106m² à Marrakech,2025-07-31
MA-AGA-22182,Villa,Vente,4123045,202,20411,8,2,0,Agadir,Hay Dakhla,Très bon état,34,"Cave, Chauffage, Parking, Placard, Sécurité, Terrasse, Vue mer",Villa moderne de 202m² à Agadir,2025-09-26
MA-RAB-82520,Maison,Location,1514092,119,12723,3,1,0,Rabat,Orangers,Très bon état,37,"Chauffage, Sécurité, Terrasse, Vue mer",Maison moderne de 119m² à Rabat,2025-07-30
MA-RAB-20655,Appartement,Location,3369471,185,18213,3,2,11,Rabat,Kamra,Très bon état,31,"Ascenseur, Balcon, Chauffage, Piscine, Vue mer",Beau appartement dans le quartier recherché de Kamra,2025-09-19
MA-TAN-57593,Appartement,Vente,1587980,102,15568,1,1,1,Tanger,Gzenaya,À rénover,39,"Balcon, Chauffage, Concierge, Garage, Vue montagne",Magnifique appartement en à rénover à Gzenaya,2025-09-29
MA-MEK-62596,Villa,Location,6097389,306,19926,7,2,0,Meknès,Ville Nouvelle,Bon état,34,"Chauffage, Concierge, Cuisine équipée, Jardin, Placard, Sécurité, Vue mer, Vue montagne",Villa moderne de 306m² à Meknès,2025-11-22
MA-MAR-33806,Appartement,Vente,1340099,76,17632,5,2,5,Marrakech,Hivernage,Bon état,4,"Balcon, Cave, Concierge, Garage, Piscine, Placard, Sécurité, Terrasse",Magnifique appartement en bon état à Hivernage,2025-10-22
MA-MAR-72229,Appartement,Vente,827375,56,14774,4,2,3,Marrakech,Palmeraie,Très bon état,39,"Ascenseur, Concierge, Garage, Jardin, Parking, Placard, Terrasse",Beau appartement dans le quartier recherché de Palmeraie,2025-12-08
MA-TAN-92498,Appartement,Vente,2971719,204,14567,2,1,0,Tanger,California,Bon état,38,"Ascenseur, Chauffage, Piscine, Vue montagne",Appartement spacieux avec 2 chambres à Tanger,2025-08-14
MA-TAN-73437,Maison,Vente,2161147,148,14602,3,1,0,Tanger,Boubana,Neuf,1,"Balcon, Climatisation, Concierge, Cuisine équipée, Jardin, Parking, Placard",Beau maison dans le quartier recherché de Boubana,2025-11-04
MA-FÈS-54190,Villa,Vente,5718768,386,14815,5,2,0,Fès,Narjiss,Excellent état,14,"Balcon, Cave, Parking, Placard, Sécurité",Magnifique villa en excellent état à Narjiss,2025-07-21
MA-CAS-54482,Villa,Vente,6079818,279,21791,8,4,0,Casablanca,Hay Mohammadi,Très bon état,7,"Concierge, Cuisine équipée, Garage",Villa spacieux avec 8 chambres à Casablanca,2025-07-09
MA-CAS-66606,Appartement,Vente,1958299,149,13142,3,2,4,Casablanca,Racine,Excellent état,2,"Cuisine équipée, Placard, Vue montagne","Appartement de 149m² situé à Racine, Casablanca",2025-07-18
MA-MEK-49370,Appartement,Location,2545968,205,12419,5,2,0,Meknès,Mansour,Bon état,16,"Ascenseur, Balcon, Climatisation",Beau appartement dans le quartier recherché de Mansour,2025-08-27
MA-CAS-76392,Appartement,Vente,2379832,129,18448,3,1,11,Casablanca,Palmier,Bon état,27,"Cave, Jardin, Parking, Piscine, Placard, Terrasse",Beau appartement dans le quartier recherché de Palmier,2025-10-03
MA-CAS-62116,Villa,Location vacances,8645665,539,16040,3,2,0,Casablanca,California,Excellent état,15,"Jardin, Terrasse, Vue mer",Beau villa dans le quartier recherché de California,2025-10-24
MA-FÈS-85820,Appartement,Vente,1164454,129,9026,1,1,5,Fès,Zouagha,À rénover,19,"Ascenseur, Balcon, Concierge, Cuisine équipée, Vue montagne",Appartement spacieux avec 1 chambres à Fès,2025-10-31
MA-SAL-78592,Maison,Location,1669245,119,14027,4,2,0,Salé,Aviation,Neuf,40,"Parking, Piscine, Sécurité",Beau maison dans le quartier recherché de Aviation,2025-08-30
MA-RAB-73219,Duplex,Vente,1485007,123,12073,4,1,5,Rabat,Agdal,Excellent état,32,"Placard, Sécurité, Terrasse",Magnifique duplex en excellent état à Agdal,2025-09-11
MA-TAN-66148,Appartement,Vente,1977950,161,12285,1,1,12,Tanger,California,Bon état,14,"Climatisation, Cuisine équipée, Garage, Parking, Sécurité","Appartement de 161m² situé à California, Tanger",2025-12-11
MA-TAN-14952,Villa,Vente,2503095,171,14637,4,2,0,Tanger,Centre Ville,Excellent état,1,"Ascenseur, Cave, Concierge, Vue montagne",Beau villa dans le quartier recherché de Centre Ville,2025-08-19
MA-KEN-26931,Appartement,Vente,2234304,236,9467,3,1,10,Kenitra,Ouled Oujih,Neuf,33,"Ascenseur, Concierge, Parking, Placard, Sécurité, Vue mer, Vue montagne",Beau appartement dans le quartier recherché de Ouled Oujih,2025-09-11
MA-OUJ-69526,Studio,Vente,266746,25,10669,1,1,7,Oujda,Boukhaled,Bon état,9,"Climatisation, Concierge, Cuisine équipée, Vue montagne",Studio moderne de 25m² à Oujda,2025-10-18
MA-CAS-16505,Maison,Vente,3529079,241,14643,4,2,0,Casablanca,Bourgogne,Neuf,23,"Ascenseur, Cave, Chauffage, Climatisation, Garage, Piscine, Vue mer",Maison spacieux avec 4 chambres à Casablanca,2025-09-05
MA-KEN-30024,Duplex,Vente,1772362,182,9738,2,1,2,Kenitra,Mamora,Très bon état,14,"Cave, Chauffage, Climatisation, Garage, Parking, Piscine, Sécurité","Duplex de 182m² situé à Mamora, Kenitra",2025-11-08
MA-FÈS-96481,Maison,Vente,1471381,115,12794,6,2,0,Fès,Route Ain Chkef,À rénover,21,"Ascenseur, Climatisation, Concierge, Cuisine équipée, Parking, Piscine, Placard","Maison de 115m² situé à Route Ain Chkef, Fès",2025-07-15
MA-CAS-88719,Appartement,Vente,3051842,231,13211,3,2,6,Casablanca,Hay Mohammadi,Très bon état,22,"Ascenseur, Balcon, Garage, Placard, Terrasse, Vue montagne","Appartement de 231m² situé à Hay Mohammadi, Casablanca",2025-10-21
MA-AGA-85122,Appartement,Vente,1939753,134,14475,1,2,10,Agadir,Centre Ville,Très bon état,34,"Concierge, Parking, Piscine, Placard, Sécurité, Vue mer, Vue montagne",Beau appartement dans le quartier recherché de Centre Ville,2025-11-11
MA-TAN-77003,Appartement,Vente,1405738,125,11245,2,1,4,Tanger,Ibn Batouta,Neuf,35,"Ascenseur, Cave, Chauffage, Garage, Jardin, Sécurité, Vue mer, Vue montagne",Appartement spacieux avec 2 chambres à Tanger,2025-12-03
MA-SAL-14286,Maison,Vente,1449006,142,10204,3,2,0,Salé,Shoul,Très bon état,6,"Climatisation, Cuisine équipée, Jardin, Placard, Sécurité, Vue mer, Vue montagne",Maison moderne de 142m² à Salé,2025-12-30
MA-FÈS-76487,Maison,Location,3365644,281,11977,5,2,0,Fès,Saiss,Neuf,7,"Ascenseur, Cuisine équipée, Placard",Magnifique maison en neuf à Saiss,2025-11-03
MA-FÈS-90290,Maison,Vente,2348253,179,13118,3,1,0,Fès,Route Ain Chkef,Excellent état,4,"Cave, Cuisine équipée, Piscine, Vue mer, Vue montagne",Beau maison dans le quartier recherché de Route Ain Chkef,2025-12-16
MA-MAR-41038,Villa,Vente,3876499,155,25009,5,2,0,Marrakech,Massira,Bon état,27,"Cave, Concierge, Cuisine équipée, Jardin, Parking, Piscine, Sécurité, Vue mer",Magnifique villa en bon état à Massira,2025-08-08
MA-CAS-85106,Appartement,Vente,778698,60,12978,2,2,9,Casablanca,Racine,Excellent état,26,"Ascenseur, Cave, Concierge, Piscine, Sécurité, Vue montagne",Appartement moderne de 60m² à Casablanca,2025-11-08
MA-CAS-44078,Duplex,Location,1807571,127,14232,4,1,10,Casablanca,Ain Diab,Très bon état,7,"Ascenseur, Balcon, Chauffage, Piscine, Terrasse",Duplex moderne de 127m² à Casablanca,2025-07-25
MA-CAS-85833,Maison,Vente,1649677,161,10246,5,1,0,Casablanca,Sidi Maarouf,Bon état,14,"Ascenseur, Balcon, Sécurité, Terrasse, Vue mer",Maison moderne de 161m² à Casablanca,2025-08-12
MA-CAS-53672,Appartement,Vente,1221359,90,13570,5,2,4,Casablanca,Racine,À rénover,17,"Ascenseur, Jardin, Placard",Appartement spacieux avec 5 chambres à Casablanca,2025-09-10
MA-CAS-23147,Appartement,Location vacances,3930489,200,19652,1,2,8,Casablanca,Racine,Très bon état,4,"Balcon, Concierge, Garage, Vue montagne",Magnifique appartement en très bon état à Racine,2025-12-18
MA-RAB-38214,Villa,Vente,9921408,380,26108,5,3,0,Rabat,Agdal,Excellent état,40,"Cave, Chauffage, Concierge, Garage, Jardin, Placard, Terrasse, Vue mer",Beau villa dans le quartier recherché de Agdal,2025-10-21
MA-OUJ-68533,Maison,Vente,1066599,95,11227,4,2,0,Oujda,Medina,Neuf,24,"Concierge, Terrasse, Vue mer",Magnifique maison en neuf à Medina,2025-10-05
MA-FÈS-65136,Maison,Vente,3601291,269,13387,2,2,0,Fès,Saiss,Bon état,11,"Ascenseur, Cave, Concierge, Cuisine équipée, Jardin, Sécurité, Vue mer, Vue montagne",Maison spacieux avec 2 chambres à Fès,2025-09-13
MA-MAR-94536,Appartement,Location,2446518,193,12676,4,1,6,Marrakech,Medina,Très bon état,34,"Balcon, Chauffage, Cuisine équipée",Beau appartement dans le quartier recherché de Medina,2025-10-08
MA-TAN-17280,Villa,Vente,4736432,213,22236,6,2,0,Tanger,Malabata,Excellent état,26,"Ascenseur, Concierge, Cuisine équipée, Parking, Sécurité, Vue mer",Villa spacieux avec 6 chambres à Tanger,2025-10-01
MA-OUJ-37561,Appartement,Location,2501206,186,13447,3,1,7,Oujda,Centre Ville,Excellent état,23,"Balcon, Jardin, Parking, Sécurité",Appartement spacieux avec 3 chambres à Oujda,2025-10-17
MA-FÈS-55490,Villa,Vente,7342427,545,13472,6,3,0,Fès,Ville Nouvelle,Neuf,27,"Ascenseur, Cave, Cuisine équipée, Piscine, Placard, Sécurité, Terrasse, Vue mer",Beau villa dans le quartier recherché de Ville Nouvelle,2025-09-20
MA-MAR-28841,Villa,Location,4443467,310,14333,7,3,0,Marrakech,Medina,Très bon état,24,"Cave, Chauffage, Jardin, Piscine, Vue mer","Villa de 310m² situé à Medina, Marrakech",2025-07-14
MA-CAS-37049,Appartement,Vente,1947808,112,17391,2,2,3,Casablanca,Ain Diab,À rénover,9,"Chauffage, Climatisation, Cuisine équipée, Garage, Jardin, Sécurité, Vue montagne",Magnifique appartement en à rénover à Ain Diab,2025-11-19
MA-CAS-43893,Appartement,Location,1618534,167,9691,4,2,8,Casablanca,Ain Diab,Excellent état,22,"Cave, Chauffage, Piscine, Sécurité, Terrasse, Vue mer",Appartement spacieux avec 4 chambres à Casablanca,2025-12-03
MA-TAN-77251,Villa,Location,2892099,174,16621,3,4,0,Tanger,Gzenaya,À rénover,19,"Ascenseur, Cave, Placard, Terrasse",Magnifique villa en à rénover à Gzenaya,2025-08-14
MA-AGA-98690,Appartement,Vente,2014126,234,8607,2,1,6,Agadir,Talborjt,Excellent état,20,"Balcon, Parking, Sécurité, Terrasse, Vue montagne","Appartement de 234m² situé à Talborjt, Agadir",2025-12-16
MA-CAS-45083,Appartement,Vente,2797383,250,11189,2,1,9,Casablanca,Gauthier,À rénover,31,"Ascenseur, Balcon, Concierge, Cuisine équipée, Garage, Vue mer","Appartement de 250m² situé à Gauthier, Casablanca",2025-07-08
MA-CAS-94185,Appartement,Location,2541411,190,13375,3,1,11,Casablanca,Racine,À rénover,29,"Ascenseur, Balcon, Climatisation, Concierge, Cuisine équipée, Garage, Sécurité, Terrasse",Magnifique appartement en à rénover à Racine,2025-07-28
MA-TAN-18136,Villa,Location,3388135,243,13942,6,4,0,Tanger,Rmilat,Neuf,34,"Balcon, Cuisine équipée, Parking",Magnifique villa en neuf à Rmilat,2025-08-07
MA-KEN-71913,Appartement,Vente,2834413,221,12825,1,2,10,Kenitra,Centre Ville,Excellent état,31,"Chauffage, Jardin, Terrasse, Vue montagne",Appartement moderne de 221m² à Kenitra,2025-08-03
MA-AGA-83543,Riad,Vente,3258292,207,15740,4,4,0,Agadir,Ben Sergao,Bon état,36,"Cave, Chauffage, Climatisation, Concierge, Jardin, Piscine, Terrasse, Vue mer",Magnifique riad en bon état à Ben Sergao,2025-08-05
MA-CAS-42640,Maison,Vente,1695252,134,12651,3,2,0,Casablanca,California,Bon état,30,"Ascenseur, Chauffage, Concierge, Cuisine équipée, Terrasse, Vue mer",Maison spacieux avec 3 chambres à Casablanca,2025-09-23
MA-CAS-32761,Villa,Vente,3336110,193,17285,3,3,0,Casablanca,Maarif,Très bon état,4,"Balcon, Chauffage, Concierge, Cuisine équipée, Parking, Sécurité",Villa spacieux avec 3 chambres à Casablanca,2025-10-02
MA-CAS-53582,Villa,Vente,5367893,381,14088,7,4,0,Casablanca,Hay Mohammadi,Excellent état,12,"Ascenseur, Cave, Chauffage, Climatisation, Cuisine équipée, Sécurité, Vue mer",Villa spacieux avec 7 chambres à Casablanca,2025-07-16
MA-MAR-33421,Villa,Location,10149730,429,23659,7,3,0,Marrakech,Hivernage,À rénover,22,"Ascenseur, Chauffage, Climatisation, Jardin, Parking, Placard, Vue montagne",Beau villa dans le quartier recherché de Hivernage,2025-10-17
MA-AGA-62585,Maison,Vente,3192141,282,11319,4,1,0,Agadir,Talborjt,Neuf,28,"Ascenseur, Chauffage, Climatisation, Parking, Placard, Sécurité",Maison moderne de 282m² à Agadir,2025-08-13
MA-CAS-88237,Studio,Vente,480771,34,14140,1,1,0,Casablanca,Hay Mohammadi,Neuf,25,"Cuisine équipée, Parking, Piscine, Sécurité, Vue mer",Beau studio dans le quartier recherché de Hay Mohammadi,2025-08-25
MA-MAR-87386,Maison,Location,3657767,217,16856,5,1,0,Marrakech,Medina,À rénover,40,"Ascenseur, Concierge, Parking, Sécurité, Vue montagne","Maison de 217m² situé à Medina, Marrakech",2025-10-13
MA-CAS-91112,Villa,Location,10812353,583,18546,5,2,0,Casablanca,Palmier,Neuf,0,"Ascenseur, Concierge, Cuisine équipée, Piscine, Vue mer",Magnifique villa en neuf à Palmier,2025-07-06
MA-CAS-24723,Maison,Vente,1810119,108,16760,4,1,0,Casablanca,Maarif,Bon état,23,"Balcon, Concierge, Cuisine équipée, Garage, Jardin, Piscine, Sécurité",Magnifique maison en bon état à Maarif,2025-07-07
MA-AGA-13875,Appartement,Location,1787046,204,8760,5,2,8,Agadir,Secteur Touristique,À rénover,22,"Garage, Jardin, Terrasse","Appartement de 204m² situé à Secteur Touristique, Agadir",2025-08-12
MA-MEK-62249,Appartement,Location,1726707,154,11212,1,1,10,Meknès,Marjane,Excellent état,31,"Ascenseur, Cave, Chauffage, Concierge, Cuisine équipée, Parking, Vue mer, Vue montagne",Beau appartement dans le quartier recherché de Marjane,2025-07-04
MA-KEN-74648,Maison,Vente,1639996,160,10249,2,1,0,Kenitra,Aviation,Neuf,6,"Ascenseur, Chauffage, Concierge, Jardin, Terrasse",Beau maison dans le quartier recherché de Aviation,2025-10-07
MA-RAB-33202,Duplex,Location,1946911,109,17861,3,1,0,Rabat,Océan,Bon état,7,"Balcon, Piscine, Placard, Vue mer",Magnifique duplex en bon état à Océan,2025-08-28
MA-RAB-30849,Maison,Vente,2350630,144,16323,5,2,0,Rabat,Kamra,Excellent état,6,"Cave, Concierge, Jardin",Maison moderne de 144m² à Rabat,2025-12-06
MA-TÉT-77978,Appartement,Location,1266586,177,7155,2,1,7,Tétouan,M'diq,Très bon état,13,"Balcon, Climatisation, Concierge, Cuisine équipée, Garage",Appartement spacieux avec 2 chambres à Tétouan,2025-09-07
MA-MAR-85985,Appartement,Location vacances,2283534,184,12410,3,2,0,Marrakech,Massira,Très bon état,35,"Ascenseur, Concierge, Vue mer",Appartement spacieux avec 3 chambres à Marrakech,2025-11-19
MA-MAR-28807,Villa,Vente,2639169,163,16191,4,4,0,Marrakech,Gueliz,À rénover,30,"Balcon, Cave, Chauffage, Climatisation, Concierge, Garage, Jardin, Vue mer",Beau villa dans le quartier recherché de Gueliz,2025-09-04
MA-MEK-91361,Studio,Vente,582627,48,12138,1,1,1,Meknès,Saada,Très bon état,34,"Chauffage, Climatisation, Concierge, Cuisine équipée, Garage, Sécurité, Terrasse, Vue mer",Studio spacieux avec 1 chambres à Meknès,2025-09-12
MA-AGA-25577,Studio,Vente,378090,34,11120,1,1,0,Agadir,Tilila,Neuf,26,"Parking, Terrasse, Vue mer","Studio de 34m² situé à Tilila, Agadir",2025-12-04
MA-RAB-31276,Maison,Location,4218009,260,16223,3,2,0,Rabat,Aviation,Très bon état,27,"Ascenseur, Cave, Climatisation, Garage, Jardin, Parking, Terrasse, Vue mer",Maison moderne de 260m² à Rabat,2025-09-30
MA-CAS-84447,Maison,Vente,2216256,144,15390,3,2,0,Casablanca,Ain Diab,Bon état,0,"Balcon, Chauffage, Cuisine équipée, Jardin, Parking, Piscine, Vue mer, Vue montagne",Maison moderne de 144m² à Casablanca,2025-10-18
MA-CAS-38542,Appartement,Vente,3918416,201,19494,3,2,5,Casablanca,Hay Mohammadi,Excellent état,20,"Ascenseur, Cuisine équipée, Jardin, Piscine, Placard, Vue montagne","Appartement de 201m² situé à Hay Mohammadi, Casablanca",2025-09-18
MA-MAR-34420,Villa,Vente,7973676,548,14550,5,2,0,Marrakech,Palmeraie,Neuf,38,"Balcon, Chauffage, Climatisation, Concierge, Cuisine équipée, Garage, Jardin, Placard","Villa de 548m² situé à Palmeraie, Marrakech",2025-11-13
MA-CAS-28290,Studio,Location,284927,26,10958,1,1,0,Casablanca,Bourgogne,Bon état,35,"Ascenseur, Balcon, Concierge, Jardin, Piscine, Terrasse, Vue mer, Vue montagne",Magnifique studio en bon état à Bourgogne,2025-09-27
MA-CAS-47436,Studio,Vente,580631,45,12902,1,1,10,Casablanca,Palmier,À rénover,11,"Climatisation, Concierge, Piscine, Terrasse",Beau studio dans le quartier recherché de Palmier,2025-10-21
MA-RAB-95249,Appartement,Vente,1169299,111,10534,2,1,12,Rabat,Medina,Neuf,15,"Cave, Climatisation, Cuisine équipée, Garage, Vue mer, Vue montagne",Appartement spacieux avec 2 chambres à Rabat,2025-10-31
MA-CAS-33177,Appartement,Location,2575400,153,16832,4,1,8,Casablanca,Gauthier,Bon état,15,"Ascenseur, Balcon, Climatisation",Appartement moderne de 153m² à Casablanca,2025-09-10
MA-TÉT-10322,Studio,Vente,284932,25,11397,1,1,10,Tétouan,Medina,Excellent état,4,"Chauffage, Concierge, Cuisine équipée, Jardin, Parking, Piscine, Sécurité",Studio spacieux avec 1 chambres à Tétouan,2025-10-07
MA-CAS-93269,Appartement,Location,2192497,183,11980,5,1,0,Casablanca,Palmier,Très bon état,7,"Chauffage, Climatisation, Vue mer",Appartement spacieux avec 5 chambres à Casablanca,2025-12-20
MA-RAB-22516,Riad,Location,11628725,375,31009,10,4,0,Rabat,Kamra,Excellent état,5,"Concierge, Piscine, Vue mer","Riad de 375m² situé à Kamra, Rabat",2025-09-17
MA-FÈS-27936,Maison,Vente,1246292,121,10299,5,2,0,Fès,Agdal,À rénover,39,"Cave, Chauffage, Garage, Jardin, Placard, Vue montagne",Maison moderne de 121m² à Fès,2025-12-29
MA-TAN-13428,Villa,Vente,6202526,294,21097,8,4,0,Tanger,Branes,Très bon état,38,"Ascenseur, Balcon, Cuisine équipée, Garage, Jardin, Placard, Terrasse, Vue mer",Magnifique villa en très bon état à Branes,2025-09-18
MA-CAS-10016,Maison,Vente,3899083,252,15472,5,1,0,Casablanca,Hay Mohammadi,Très bon état,14,"Balcon, Cuisine équipée, Garage",Maison moderne de 252m² à Casablanca,2025-08-04
MA-OUJ-15820,Villa,Location,9548261,570,16751,8,3,0,Oujda,Medina,Excellent état,13,"Cuisine équipée, Piscine, Placard, Sécurité",Villa moderne de 570m² à Oujda,2025-11-17
MA-AGA-19966,Riad,Vente,13358998,460,29041,4,2,0,Agadir,Founty,À rénover,10,"Climatisation, Cuisine équipée, Garage, Jardin, Terrasse",Riad moderne de 460m² à Agadir,2025-11-02
MA-FÈS-61800,Appartement,Vente,608309,73,8333,2,1,9,Fès,Route Ain Chkef,Bon état,31,"Ascenseur, Concierge, Cuisine équipée, Jardin, Piscine, Sécurité",Appartement spacieux avec 2 chambres à Fès,2025-09-01
MA-RAB-55002,Appartement,Vente,1755711,127,13824,5,2,9,Rabat,Medina,Neuf,5,"Ascenseur, Climatisation, Jardin, Sécurité","Appartement de 127m² situé à Medina, Rabat",2025-07-29
MA-RAB-17345,Maison,Vente,1285834,113,11379,4,2,0,Rabat,Yacoub El Mansour,À rénover,40,"Balcon, Cave, Chauffage, Climatisation, Piscine, Terrasse, Vue mer",Magnifique maison en à rénover à Yacoub El Mansour,2025-08-30
MA-RAB-19035,Appartement,Vente,1149349,119,9658,2,1,6,Rabat,Agdal,À rénover,40,"Balcon, Climatisation, Concierge, Garage, Sécurité, Vue montagne",Appartement spacieux avec 2 chambres à Rabat,2025-11-12
MA-MAR-76964,Appartement,Vente,761314,54,14098,3,2,3,Marrakech,Massira,Excellent état,13,"Ascenseur, Parking, Piscine",Beau appartement dans le quartier recherché de Massira,2025-10-18
MA-FÈS-95574,Maison,Location,1384186,165,8389,2,1,0,Fès,Atlas,À rénover,29,"Cave, Garage, Jardin, Parking","Maison de 165m² situé à Atlas, Fès",2025-08-17
MA-MEK-79093,Villa,Location vacances,6180347,397,15567,3,4,0,Meknès,Riad,Excellent état,8,"Ascenseur, Cave, Vue mer",Villa spacieux avec 3 chambres à Meknès,2025-09-02
MA-AGA-65926,Appartement,Location,1055261,74,14260,4,1,2,Agadir,Talborjt,Excellent état,28,"Cave, Concierge, Cuisine équipée, Sécurité, Vue montagne",Appartement spacieux avec 4 chambres à Agadir,2025-09-11
MA-CAS-51939,Appartement,Vente,479153,53,9040,3,1,3,Casablanca,Racine,Excellent état,38,"Ascenseur, Balcon, Chauffage, Concierge, Terrasse",Appartement moderne de 53m² à Casablanca,2025-10-30
MA-CAS-98422,Appartement,Vente,853857,70,12197,4,2,8,Casablanca,California,Très bon état,21,"Balcon, Concierge, Cuisine équipée, Jardin, Placard",Beau appartement dans le quartier recherché de California,2025-11-08
MA-RAB-72743,Studio,Vente,783859,46,17040,1,1,5,Rabat,Kamra,Bon état,32,"Ascenseur, Balcon, Cave, Climatisation, Parking, Piscine, Placard, Sécurité",Studio moderne de 46m² à Rabat,2025-08-18
MA-AGA-52021,Studio,Vente,678806,43,15786,1,1,8,Agadir,Tilila,Excellent état,16,"Ascenseur, Balcon, Concierge, Garage, Placard","Studio de 43m² situé à Tilila, Agadir",2025-10-10
MA-TAN-95733,Studio,Vente,616305,49,12577,1,1,2,Tanger,Ibn Batouta,Très bon état,20,"Ascenseur, Chauffage, Cuisine équipée, Garage, Jardin, Piscine, Terrasse, Vue montagne",Magnifique studio en très bon état à Ibn Batouta,2025-08-06
MA-FÈS-73875,Appartement,Location,3054274,202,15120,4,1,6,Fès,Medina,Bon état,4,"Ascenseur, Concierge, Cuisine équipée, Garage, Sécurité, Terrasse",Appartement moderne de 202m² à Fès,2025-11-03
MA-FÈS-34302,Villa,Vente,6751729,524,12884,6,2,0,Fès,Agdal,Très bon état,11,"Balcon, Chauffage, Climatisation, Cuisine équipée, Sécurité, Vue mer",Villa moderne de 524m² à Fès,2025-08-18
MA-FÈS-22869,Villa,Location,4801401,235,20431,7,3,0,Fès,Ville Nouvelle,Très bon état,17,"Cave, Garage, Jardin, Parking, Piscine, Placard, Terrasse","Villa de 235m² situé à Ville Nouvelle, Fès",2025-09-29
MA-SAL-33230,Appartement,Vente,1313727,173,7593,3,1,7,Salé,Laayayda,Excellent état,18,"Ascenseur, Concierge, Parking, Piscine, Sécurité, Terrasse, Vue montagne",Appartement moderne de 173m² à Salé,2025-09-29
MA-TAN-92158,Villa,Vente,4876259,334,14599,8,2,0,Tanger,Malabata,Excellent état,27,"Ascenseur, Concierge, Parking",Villa moderne de 334m² à Tanger,2025-08-08
MA-MEK-73991,Appartement,Vente,1039557,158,6579,3,1,0,Meknès,Toulal,Très bon état,22,"Balcon, Cave, Chauffage, Garage",Appartement spacieux avec 3 chambres à Meknès,2025-10-31
MA-AGA-20464,Appartement,Vente,1842687,182,10124,5,1,0,Agadir,Tikiouine,Excellent état,5,"Cave, Chauffage, Piscine",Appartement spacieux avec 5 chambres à Agadir,2025-07-21
MA-CAS-93329,Appartement,Vente,2123027,193,11000,5,2,11,Casablanca,Anfa,Très bon état,17,"Cave, Chauffage, Cuisine équipée, Parking, Piscine, Sécurité, Vue mer, Vue montagne",Appartement spacieux avec 5 chambres à Casablanca,2025-08-17
MA-RAB-17271,Maison,Vente,1454570,101,14401,5,2,0,Rabat,Hay Riad,Neuf,6,"Chauffage, Climatisation, Cuisine équipée, Garage, Parking, Terrasse","Maison de 101m² situé à Hay Riad, Rabat",2025-10-28
MA-MAR-59967,Villa,Location vacances,3996015,171,23368,5,2,0,Marrakech,Menara,Neuf,14,"Cave, Cuisine équipée, Piscine, Placard, Vue montagne",Magnifique villa en neuf à Menara,2025-12-07
MA-CAS-43983,Appartement,Location,3608051,231,15619,2,1,5,Casablanca,Hay Mohammadi,À rénover,20,"Balcon, Jardin, Terrasse","Appartement de 231m² situé à Hay Mohammadi, Casablanca",2025-10-11
MA-TAN-39423,Maison,Vente,1989731,166,11986,3,1,0,Tanger,Ibn Batouta,Excellent état,20,"Cave, Garage, Terrasse, Vue mer",Maison moderne de 166m² à Tanger,2025-07-30
MA-CAS-58684,Villa,Location,11145848,458,24335,4,3,0,Casablanca,Gauthier,À rénover,20,"Concierge, Cuisine équipée, Terrasse",Villa moderne de 458m² à Casablanca,2025-11-08
MA-RAB-65469,Appartement,Vente,2475719,147,16841,3,1,6,Rabat,Kamra,Excellent état,37,"Balcon, Jardin, Terrasse",Magnifique appartement en excellent état à Kamra,2025-09-23
MA-CAS-71686,Villa,Vente,7186755,308,23333,3,4,0,Casablanca,Ain Diab,À rénover,24,"Chauffage, Climatisation, Concierge, Sécurité",Villa spacieux avec 3 chambres à Casablanca,2025-12-07
MA-TAN-94533,Maison,Vente,1634365,127,12869,2,2,0,Tanger,Branes,Excellent état,17,"Concierge, Cuisine équipée, Sécurité",Maison moderne de 127m² à Tanger,2025-12-17
MA-OUJ-52551,Appartement,Location,1640722,125,13125,3,1,10,Oujda,Sidi Maâfa,Neuf,7,"Balcon, Cave, Cuisine équipée, Jardin, Parking, Placard, Sécurité","Appartement de 125m² situé à Sidi Maâfa, Oujda",2025-09-29
MA-MAR-54101,Appartement,Vente,3698922,242,15284,2,2,3,Marrakech,Gueliz,À rénover,17,"Balcon, Chauffage, Cuisine équipée, Garage",Appartement moderne de 242m² à Marrakech,2025-08-01
